Ever_Married,Age,Profession,Work_Experience,Family_Size,Var_1,Segmentation,Gender_Male,Graduated_Yes,Spending_Score_High,Spending_Score_Low
Yes,86,Lawyer,0,2,Cat_6,A,0,0,1,0
No,63,Entertainment,7,1,Cat_6,A,1,0,0,1
Yes,40,Artist,9,5,Cat_6,B,0,1,0,0
Yes,55,Artist,10,1,Cat_6,B,0,1,0,1
No,37,Healthcare,1,4,Cat_4,B,1,1,0,1
No,31,Artist,0,1,Cat_6,B,1,1,0,1
No,28,Healthcare,4,4,Cat_6,D,1,1,0,1
Yes,48,Engineer,1,3,Cat_6,B,0,1,1,0
No,38,Artist,NA,2,Cat_6,A,1,1,0,1
Yes,57,Artist,1,5,Cat_6,C,1,1,0,0
No,48,Entertainment,NA,1,Cat_6,B,0,0,0,1
Yes,79,Lawyer,4,NA,Cat_6,B,0,1,1,0
Yes,81,Lawyer,1,1,Cat_6,B,1,1,0,1
No,21,Marketing,1,8,Cat_6,C,0,0,0,1
No,33,Healthcare,1,2,Cat_6,C,0,1,0,1
No,38,Artist,0,2,Cat_6,B,1,1,0,1
Yes,37,Artist,NA,3,Cat_6,B,0,1,0,0
No,33,Artist,10,1,Cat_7,A,0,1,0,1
Yes,38,Artist,8,2,Cat_4,B,1,1,0,0
Yes,39,Artist,1,4,Cat_6,A,0,1,0,0
Yes,59,Artist,0,2,Cat_6,C,0,1,1,0
Yes,57,Artist,NA,4,Cat_2,C,0,1,0,0
Yes,80,Lawyer,1,1,Cat_6,C,1,1,0,1
Yes,42,Entertainment,6,3,Cat_6,B,1,0,0,1
Yes,75,Lawyer,2,1,Cat_6,D,1,1,0,1
No,29,Engineer,9,2,Cat_4,A,0,0,0,1
No,33,Engineer,1,2,Cat_6,A,0,1,0,1
Yes,63,Artist,1,2,Cat_6,B,0,1,0,1
No,33,Entertainment,9,6,Cat_6,D,1,1,0,1
No,22,Healthcare,8,4,Cat_6,D,1,0,0,1
Yes,36,Artist,8,2,Cat_6,C,1,1,0,0
Yes,53,Artist,0,3,Cat_6,C,0,1,0,0
Yes,35,Entertainment,6,5,Cat_3,D,1,1,0,1
Yes,29,Healthcare,6,2,Cat_6,A,0,1,0,0
Yes,31,Healthcare,0,1,Cat_1,D,0,1,0,1
Yes,38,Artist,0,4,Cat_3,A,1,1,0,1
No,22,Healthcare,9,8,Cat_6,D,1,0,0,1
Yes,57,Artist,1,3,Cat_4,C,0,1,0,0
Yes,42,Engineer,1,6,Cat_4,B,0,0,0,0
No,78,Entertainment,NA,1,Cat_6,C,1,1,0,1
Yes,77,Lawyer,6,2,Cat_6,B,0,1,1,0
Yes,79,Lawyer,1,2,Cat_6,C,1,1,1,0
Yes,53,Healthcare,3,4,Cat_7,B,1,1,1,0
Yes,42,Artist,1,2,Cat_6,A,0,1,0,1
No,72,Artist,1,2,Cat_2,B,0,1,0,1
Yes,71,Executive,1,2,Cat_6,C,1,0,0,0
No,25,Engineer,9,1,Cat_6,D,0,0,0,1
Yes,74,Lawyer,NA,2,Cat_6,C,1,1,1,0
Yes,61,Executive,0,3,Cat_6,D,1,1,0,1
Yes,48,Doctor,5,3,Cat_5,B,1,1,0,0
No,28,Healthcare,0,4,Cat_6,D,0,0,0,1
Yes,43,Entertainment,0,2,Cat_2,C,0,1,0,0
No,18,Healthcare,NA,3,Cat_3,D,0,0,0,1
Yes,82,Lawyer,0,2,Cat_6,B,1,1,1,0
Yes,40,Artist,14,1,Cat_6,A,1,1,0,1
No,32,Healthcare,9,3,Cat_6,D,1,0,0,1
No,27,Healthcare,NA,4,Cat_6,B,1,1,0,1
NA,55,Entertainment,NA,5,Cat_6,B,1,1,0,0
No,21,Healthcare,3,2,Cat_4,D,0,0,0,1
No,28,Entertainment,10,2,Cat_6,D,0,0,0,1
Yes,43,Artist,3,3,Cat_6,C,1,1,0,0
Yes,38,Engineer,0,5,Cat_3,A,0,0,0,0
Yes,63,Artist,5,4,Cat_6,C,1,1,0,0
Yes,25,Artist,3,2,Cat_6,B,1,1,0,0
Yes,41,Artist,8,3,Cat_6,A,1,1,0,0
No,27,Doctor,NA,1,Cat_4,A,1,1,0,1
Yes,37,Artist,1,3,Cat_6,C,1,1,0,0
Yes,57,Engineer,0,1,Cat_6,B,0,0,0,1
Yes,86,Healthcare,0,1,Cat_6,D,1,1,0,1
Yes,56,Executive,1,8,Cat_4,A,1,0,1,0
No,27,Homemaker,9,1,Cat_6,D,0,1,0,1
Yes,70,Executive,1,2,Cat_6,A,1,0,1,0
No,22,Healthcare,8,4,Cat_6,D,0,0,0,1
Yes,35,Doctor,5,2,Cat_6,D,1,1,1,0
No,31,Healthcare,2,2,Cat_5,A,1,0,0,1
Yes,40,Artist,1,4,Cat_6,C,1,1,0,0
Yes,43,Artist,0,2,Cat_6,C,0,1,0,1
Yes,38,Engineer,9,2,Cat_6,A,0,0,0,1
Yes,84,Lawyer,NA,NA,Cat_4,D,1,1,0,1
No,28,Entertainment,1,4,Cat_6,D,0,0,0,1
No,39,Engineer,2,NA,Cat_3,D,0,0,0,1
No,48,Artist,1,1,Cat_3,B,0,1,0,1
Yes,41,Artist,8,2,Cat_6,C,0,1,0,0
No,29,Healthcare,0,3,Cat_6,C,0,0,0,1
Yes,45,Artist,1,3,Cat_6,A,1,0,0,0
Yes,45,Artist,NA,5,Cat_6,C,0,1,1,0
No,41,Entertainment,5,2,Cat_6,D,0,1,0,1
Yes,28,Homemaker,9,3,Cat_6,A,0,0,1,0
No,20,Healthcare,0,3,Cat_6,D,1,NA,0,1
Yes,69,Lawyer,1,2,Cat_6,B,0,1,1,0
Yes,53,Artist,1,3,Cat_6,C,1,1,0,0
NA,47,Executive,1,5,Cat_4,B,1,NA,0,0
Yes,81,Lawyer,1,2,Cat_6,C,0,1,1,0
Yes,48,Doctor,9,5,Cat_6,C,1,1,0,0
Yes,45,Artist,8,2,Cat_6,C,0,1,0,0
Yes,28,Entertainment,NA,2,Cat_4,A,0,0,0,0
Yes,57,Entertainment,0,3,Cat_4,D,1,0,1,0
Yes,51,Artist,NA,3,Cat_6,A,1,1,1,0
No,27,Entertainment,0,3,Cat_3,A,1,0,0,1
No,27,Entertainment,8,3,Cat_6,D,0,1,0,1
Yes,30,Healthcare,1,2,Cat_4,B,1,1,1,0
No,21,Healthcare,1,4,Cat_6,D,0,0,0,1
No,38,Entertainment,1,2,Cat_2,D,1,1,0,1
Yes,57,Marketing,1,3,Cat_6,A,1,0,1,0
Yes,78,Lawyer,1,2,Cat_6,C,0,1,1,0
Yes,46,Homemaker,8,3,Cat_3,C,0,1,0,0
Yes,75,Executive,1,2,Cat_6,C,1,0,1,0
Yes,39,Homemaker,NA,1,Cat_3,A,0,1,0,1
NA,61,Artist,1,5,Cat_6,C,1,1,0,0
Yes,52,Engineer,4,1,Cat_3,B,0,1,0,1
No,25,Homemaker,0,3,Cat_2,C,0,0,0,1
Yes,37,Artist,NA,3,Cat_7,B,0,1,0,0
Yes,31,Healthcare,2,2,Cat_6,D,1,1,0,1
No,18,Healthcare,1,4,Cat_6,D,0,0,0,1
No,36,Engineer,NA,2,Cat_3,D,1,1,0,1
Yes,59,Artist,3,5,Cat_1,B,0,1,1,0
Yes,39,Artist,0,2,Cat_6,C,1,1,0,0
Yes,52,Engineer,1,1,Cat_4,A,0,NA,0,1
No,25,Artist,9,1,Cat_6,B,0,1,0,1
Yes,47,Artist,7,1,Cat_6,C,0,0,0,1
Yes,32,Entertainment,1,2,Cat_6,A,1,1,0,1
Yes,38,Doctor,1,2,Cat_4,D,0,0,0,0
Yes,52,Artist,3,4,Cat_6,C,1,1,0,0
No,21,Healthcare,0,6,Cat_3,D,1,0,0,1
Yes,70,Lawyer,0,1,Cat_6,B,1,0,0,1
No,31,Healthcare,8,4,Cat_6,D,1,0,0,1
No,23,Doctor,0,4,Cat_6,C,0,0,0,1
No,33,Marketing,1,3,Cat_4,D,1,0,0,1
Yes,37,Marketing,NA,2,Cat_6,B,1,1,1,0
Yes,77,Lawyer,1,2,Cat_6,A,0,1,1,0
Yes,42,Engineer,8,2,Cat_3,D,0,1,0,1
Yes,73,Healthcare,1,3,Cat_6,C,1,1,0,0
Yes,40,Engineer,1,6,Cat_4,B,0,1,0,0
No,33,Artist,0,3,Cat_3,A,0,1,0,1
No,18,Healthcare,0,3,Cat_3,D,1,0,0,1
NA,22,Doctor,6,3,Cat_6,D,0,0,1,0
Yes,43,NA,1,2,Cat_6,D,0,1,0,1
NA,29,Healthcare,1,4,Cat_6,C,0,0,0,1
NA,37,Doctor,8,6,Cat_6,C,1,1,0,1
Yes,59,Artist,1,2,Cat_6,B,1,1,0,1
No,32,Healthcare,8,4,Cat_6,D,0,0,0,1
No,42,Homemaker,NA,1,Cat_3,B,0,0,0,1
Yes,46,Artist,1,1,Cat_6,B,0,1,0,1
Yes,53,Entertainment,1,3,Cat_2,A,1,1,0,1
Yes,41,Artist,1,3,Cat_6,B,1,1,0,0
No,21,Healthcare,1,3,Cat_4,D,1,0,0,1
Yes,62,Executive,0,2,Cat_4,B,1,0,1,0
No,31,Healthcare,NA,NA,Cat_6,D,1,0,0,1
No,58,Engineer,1,1,Cat_6,A,0,1,0,1
Yes,36,Artist,4,1,Cat_6,A,1,1,0,1
No,28,Entertainment,0,2,Cat_6,D,0,1,0,1
Yes,47,Doctor,1,4,Cat_6,C,0,1,0,0
No,36,Engineer,9,NA,Cat_4,D,0,0,0,1
No,36,Artist,0,NA,Cat_6,A,1,1,0,1
NA,33,Healthcare,0,5,Cat_3,D,0,1,0,1
Yes,46,Artist,0,4,Cat_6,C,0,1,1,0
Yes,49,Artist,0,2,Cat_7,C,1,1,0,0
No,33,Healthcare,0,5,Cat_6,C,1,0,0,1
Yes,49,Homemaker,8,2,Cat_6,C,0,1,0,0
Yes,25,Artist,9,4,Cat_6,D,1,1,0,1
Yes,80,Executive,3,1,Cat_6,B,1,1,0,1
No,36,Healthcare,8,4,Cat_2,A,1,1,0,1
No,26,Engineer,7,1,Cat_6,D,1,0,0,1
Yes,45,Doctor,1,1,Cat_6,B,0,0,0,1
Yes,41,Entertainment,NA,4,Cat_6,C,0,1,0,0
Yes,69,Artist,0,2,Cat_6,C,0,1,0,1
Yes,53,Entertainment,1,4,Cat_6,D,1,1,0,0
Yes,41,Artist,8,2,Cat_2,A,1,1,1,0
Yes,43,Executive,1,4,Cat_6,A,1,0,0,1
Yes,51,Artist,1,2,Cat_7,C,0,1,0,0
Yes,45,Artist,1,6,Cat_5,C,1,1,0,0
Yes,50,Executive,4,3,Cat_6,C,1,1,1,0
Yes,57,Doctor,0,4,Cat_6,C,1,1,0,0
Yes,70,Lawyer,3,2,Cat_6,D,1,1,1,0
Yes,59,Artist,1,3,Cat_4,C,0,0,0,1
Yes,84,Lawyer,NA,1,Cat_6,C,1,1,0,1
No,30,Healthcare,0,5,Cat_2,D,0,1,0,1
Yes,43,Engineer,NA,4,Cat_7,A,1,1,0,0
No,40,Artist,7,1,Cat_6,A,1,1,0,1
Yes,74,Lawyer,0,1,Cat_6,D,1,0,0,1
No,33,Marketing,0,3,Cat_3,D,1,0,0,1
Yes,63,Marketing,2,1,Cat_6,D,0,1,0,1
Yes,41,Executive,NA,5,Cat_6,A,1,1,1,0
Yes,60,Lawyer,1,3,Cat_6,B,0,0,0,0
Yes,62,Artist,0,NA,Cat_4,C,1,1,0,0
No,31,Doctor,3,4,Cat_6,C,1,1,0,1
Yes,28,Homemaker,9,2,Cat_3,B,0,1,0,0
Yes,37,Entertainment,1,2,Cat_4,D,0,0,0,0
Yes,70,Lawyer,0,2,Cat_6,B,1,0,1,0
Yes,78,Entertainment,0,2,Cat_6,D,1,0,0,1
No,19,NA,9,3,Cat_4,D,1,0,0,1
No,38,Artist,8,8,Cat_2,B,0,1,0,1
No,19,Entertainment,0,3,Cat_6,C,1,0,0,1
Yes,28,Doctor,9,1,Cat_7,A,0,0,0,1
Yes,73,Executive,0,3,Cat_4,B,0,0,0,1
Yes,84,Lawyer,1,2,Cat_6,A,1,0,1,0
No,21,Healthcare,7,4,Cat_3,D,1,0,0,1
Yes,79,Lawyer,0,2,Cat_6,B,1,0,1,0
No,20,Healthcare,0,NA,Cat_6,D,1,0,0,1
No,59,Entertainment,NA,1,Cat_3,A,1,0,0,1
Yes,42,Artist,0,3,Cat_6,B,1,1,0,0
Yes,55,Homemaker,0,4,Cat_6,B,1,1,0,1
Yes,41,Artist,0,2,Cat_6,A,1,1,0,1
Yes,48,Entertainment,1,NA,Cat_4,B,1,1,0,1
Yes,72,Executive,1,4,Cat_6,C,1,1,1,0
Yes,52,Artist,NA,6,Cat_6,B,1,0,0,0
No,25,NA,8,1,Cat_6,D,0,1,0,1
Yes,56,Artist,0,2,Cat_6,B,1,1,0,1
Yes,80,Lawyer,NA,2,Cat_6,C,1,0,1,0
Yes,83,Executive,0,7,Cat_6,D,1,0,0,1
Yes,48,Artist,1,2,NA,B,1,1,0,0
Yes,47,Doctor,1,2,Cat_4,A,0,1,0,0
Yes,47,Doctor,1,2,Cat_4,B,0,1,0,0
Yes,83,Lawyer,1,2,Cat_6,C,0,0,1,0
Yes,38,Engineer,1,1,Cat_4,A,0,0,0,1
No,29,Healthcare,3,3,Cat_4,D,1,1,0,1
Yes,50,Entertainment,0,4,Cat_6,B,1,1,0,0
Yes,52,Engineer,6,4,Cat_4,B,0,0,0,0
Yes,67,Lawyer,NA,2,Cat_6,A,1,0,1,0
No,33,Entertainment,1,8,Cat_4,C,1,1,0,1
Yes,36,Executive,1,6,Cat_4,D,1,0,1,0
Yes,65,Entertainment,7,4,Cat_4,D,1,0,0,0
No,25,Marketing,1,9,Cat_5,D,0,0,0,1
Yes,27,Entertainment,4,4,Cat_3,B,1,0,0,1
Yes,22,Doctor,1,4,Cat_6,A,1,0,0,1
Yes,51,Engineer,0,3,Cat_6,D,1,0,0,0
No,42,Entertainment,1,1,Cat_6,D,0,1,0,1
Yes,46,Artist,NA,4,Cat_6,C,1,1,0,0
No,23,Healthcare,1,3,Cat_3,D,0,0,0,1
Yes,80,Lawyer,0,2,Cat_6,C,1,1,1,0
Yes,40,Entertainment,12,6,Cat_6,A,0,1,0,1
Yes,48,Artist,0,2,Cat_6,C,0,1,0,0
No,55,Artist,3,1,Cat_6,A,0,1,0,1
Yes,36,Entertainment,1,3,Cat_3,A,1,1,0,1
Yes,41,Artist,12,2,Cat_6,B,1,1,0,0
No,32,Artist,0,3,Cat_6,B,0,1,0,1
Yes,37,Entertainment,8,2,Cat_2,D,1,1,0,0
No,30,Healthcare,0,2,Cat_4,B,1,0,0,1
Yes,79,Lawyer,1,1,Cat_6,C,0,1,0,1
Yes,65,Artist,0,4,Cat_2,B,1,1,0,0
Yes,49,Executive,0,4,Cat_6,A,1,1,1,0
Yes,53,Artist,1,4,Cat_2,C,1,1,0,0
No,20,Healthcare,8,5,Cat_6,D,1,0,0,1
Yes,78,Lawyer,1,2,Cat_6,B,0,0,1,0
No,32,Doctor,6,5,Cat_6,D,1,1,0,1
No,23,Healthcare,3,2,Cat_4,D,1,0,0,1
Yes,40,Artist,1,2,Cat_6,C,0,1,0,0
No,30,Engineer,0,3,Cat_6,B,0,0,0,1
Yes,45,Entertainment,0,4,Cat_2,C,1,1,0,1
Yes,25,Healthcare,1,2,Cat_6,D,1,0,0,0
No,20,Healthcare,0,4,Cat_6,D,0,0,0,1
Yes,28,Homemaker,6,3,Cat_3,C,0,NA,0,0
No,27,Healthcare,1,3,Cat_7,D,0,1,0,1
No,19,Healthcare,0,3,Cat_2,D,1,0,0,1
No,27,Doctor,1,NA,NA,A,0,0,0,1
No,26,Healthcare,0,4,Cat_2,A,0,1,0,1
Yes,55,Artist,0,2,Cat_6,C,1,0,0,0
Yes,41,Engineer,8,3,Cat_6,C,0,0,0,0
No,25,Healthcare,0,4,Cat_6,D,1,0,0,1
Yes,67,Artist,1,2,Cat_6,B,0,1,0,0
Yes,25,Engineer,NA,2,Cat_6,D,0,0,0,0
Yes,87,Lawyer,0,1,Cat_6,B,1,1,0,1
Yes,26,Doctor,9,6,Cat_6,D,1,0,0,1
Yes,37,Artist,4,1,Cat_3,A,0,1,0,1
No,42,Doctor,1,1,Cat_6,A,1,1,0,1
No,31,Healthcare,6,4,Cat_2,D,0,1,0,1
No,20,Healthcare,0,3,Cat_6,D,0,0,0,1
Yes,51,Entertainment,NA,4,Cat_6,D,1,1,1,0
Yes,88,Lawyer,0,1,Cat_6,D,0,1,0,1
No,33,Healthcare,8,4,Cat_2,D,1,1,0,1
No,55,Artist,1,1,Cat_6,A,0,1,0,1
No,22,Healthcare,1,3,Cat_6,D,1,0,0,1
No,39,Engineer,1,3,Cat_6,B,0,1,0,1
Yes,62,Artist,0,3,Cat_6,C,1,1,0,1
Yes,37,Homemaker,13,3,Cat_6,A,0,0,0,0
No,26,Homemaker,9,1,Cat_2,D,0,1,0,1
No,27,Artist,9,2,Cat_3,D,1,1,0,1
No,29,Healthcare,1,4,Cat_2,D,1,1,0,1
No,31,Entertainment,1,1,Cat_6,B,0,1,0,1
Yes,40,Entertainment,9,5,Cat_6,B,1,1,0,0
Yes,56,Entertainment,0,2,Cat_3,C,1,1,0,1
Yes,45,Artist,1,5,Cat_6,C,0,1,1,0
No,40,Entertainment,5,1,Cat_3,A,0,1,0,1
No,30,Healthcare,9,3,Cat_6,D,1,1,0,1
No,23,Healthcare,1,4,Cat_6,D,1,0,0,1
Yes,46,Artist,0,2,Cat_6,C,1,1,0,1
Yes,39,Healthcare,8,2,Cat_1,D,0,1,1,0
Yes,65,Lawyer,0,9,Cat_4,A,0,0,1,0
No,40,Artist,0,1,Cat_6,B,1,1,0,1
Yes,36,Engineer,NA,NA,Cat_3,D,1,0,0,0
No,18,Healthcare,3,4,Cat_4,D,0,0,0,1
Yes,73,Executive,1,2,Cat_6,B,1,1,1,0
Yes,67,Engineer,NA,4,Cat_4,A,0,0,0,0
Yes,50,Artist,1,3,Cat_6,C,0,1,0,0
Yes,38,Artist,4,3,Cat_6,B,1,1,0,0
No,18,Healthcare,0,5,Cat_6,D,1,0,0,1
No,19,NA,9,4,Cat_4,D,1,0,0,1
No,19,Healthcare,0,4,Cat_4,D,1,0,0,1
Yes,39,Artist,9,NA,Cat_4,D,0,1,0,1
No,26,Engineer,5,2,Cat_6,A,0,0,0,1
Yes,58,Artist,7,2,Cat_6,B,1,1,0,1
No,28,Artist,1,2,Cat_6,C,0,1,0,1
Yes,53,Artist,1,2,Cat_7,C,0,1,0,0
No,18,Doctor,4,2,Cat_6,A,1,0,0,1
Yes,49,Entertainment,7,4,Cat_6,C,1,1,0,0
No,19,Healthcare,0,3,Cat_6,D,1,0,0,1
No,20,Doctor,0,4,Cat_6,D,1,0,0,1
Yes,55,Artist,2,2,Cat_6,B,1,1,0,1
No,32,Engineer,0,3,Cat_6,D,0,1,0,1
No,27,Healthcare,10,4,Cat_6,C,1,0,0,1
Yes,72,Executive,1,5,Cat_6,A,1,1,1,0
No,59,Artist,1,1,Cat_6,C,0,1,0,1
Yes,35,Artist,0,3,Cat_6,A,0,1,0,1
No,32,Engineer,9,1,Cat_6,A,0,1,0,1
Yes,28,Healthcare,10,2,Cat_6,D,0,1,1,0
Yes,19,Entertainment,1,2,Cat_6,A,1,0,0,1
Yes,52,Artist,2,1,Cat_4,D,1,1,1,0
No,29,Doctor,1,3,Cat_6,D,1,0,0,1
Yes,51,Homemaker,12,4,Cat_3,B,0,1,0,0
No,27,Healthcare,1,5,Cat_6,D,1,1,0,1
No,47,Entertainment,0,1,Cat_3,A,0,1,0,1
Yes,61,Entertainment,1,1,Cat_2,A,1,0,0,1
Yes,75,Lawyer,0,2,Cat_6,D,0,0,1,0
No,19,Healthcare,1,1,Cat_6,D,1,0,0,1
Yes,48,Artist,0,2,Cat_5,C,1,1,0,0
Yes,59,Artist,3,2,Cat_6,B,1,1,0,0
Yes,42,Homemaker,8,1,Cat_6,A,1,0,0,1
No,86,Lawyer,1,1,Cat_6,A,0,1,0,1
No,33,Entertainment,9,4,Cat_3,C,1,1,0,1
Yes,37,Artist,NA,2,Cat_6,A,0,1,1,0
Yes,49,Executive,3,5,Cat_7,B,1,0,1,0
Yes,52,Entertainment,NA,3,Cat_6,B,1,1,0,0
No,41,Artist,NA,3,Cat_6,C,1,1,0,1
No,26,Healthcare,1,NA,Cat_5,D,1,1,0,1
No,23,Doctor,1,5,Cat_6,D,1,0,0,1
No,35,Doctor,1,3,Cat_3,D,1,0,0,1
Yes,37,Artist,2,2,Cat_6,C,1,1,0,0
Yes,43,Entertainment,7,2,Cat_6,A,1,1,0,1
Yes,50,Engineer,1,2,Cat_6,D,1,0,0,1
No,50,Engineer,1,1,Cat_6,A,0,0,0,1
No,26,Healthcare,3,NA,Cat_6,D,0,0,0,1
No,20,Healthcare,8,3,Cat_1,D,0,0,0,1
Yes,31,Homemaker,9,2,Cat_6,A,0,0,0,0
No,31,Healthcare,9,3,Cat_2,A,0,1,0,1
Yes,41,Executive,1,5,Cat_4,B,1,0,0,0
Yes,84,Lawyer,1,1,Cat_6,A,1,0,0,1
No,22,Healthcare,8,5,Cat_4,D,0,NA,0,1
Yes,57,NA,1,5,Cat_4,D,1,0,0,1
No,23,Healthcare,0,4,Cat_3,D,0,0,0,1
Yes,69,Lawyer,0,1,Cat_3,D,0,0,0,1
Yes,68,Artist,4,2,Cat_6,B,0,1,0,1
No,30,Healthcare,8,4,Cat_4,B,0,0,0,1
No,26,Doctor,1,1,Cat_6,D,0,1,0,1
Yes,79,Lawyer,1,1,Cat_6,D,1,NA,0,1
Yes,32,Doctor,0,NA,NA,D,1,1,0,1
No,36,Artist,1,1,Cat_6,C,0,1,0,1
No,18,Entertainment,0,5,Cat_6,C,1,0,0,1
No,30,Healthcare,8,4,Cat_7,D,1,1,0,1
No,46,Artist,9,1,Cat_6,B,0,1,0,1
Yes,33,NA,0,2,Cat_3,D,1,1,0,1
No,19,Healthcare,2,5,Cat_2,D,1,0,0,1
No,33,Entertainment,0,4,Cat_6,C,1,1,0,1
Yes,65,Artist,13,1,Cat_6,B,0,1,0,1
Yes,26,Artist,6,2,Cat_6,A,1,1,0,0
No,30,Homemaker,6,1,Cat_6,D,0,1,0,1
No,33,Entertainment,1,4,Cat_6,D,0,1,0,1
Yes,27,Engineer,0,4,Cat_7,A,0,1,0,0
Yes,65,Artist,0,2,Cat_6,C,1,1,0,0
Yes,77,Lawyer,1,2,Cat_4,D,1,0,0,1
No,20,Engineer,0,4,Cat_6,D,0,0,0,1
No,27,Homemaker,6,7,Cat_6,B,0,1,0,1
Yes,78,Lawyer,NA,NA,Cat_3,C,1,NA,0,1
Yes,51,Doctor,1,4,Cat_6,B,0,1,0,0
No,18,Healthcare,13,4,Cat_6,D,1,0,0,1
Yes,63,Artist,5,1,Cat_3,C,0,1,0,1
Yes,36,Engineer,1,3,Cat_4,B,1,1,0,0
Yes,43,Executive,1,4,Cat_6,B,1,1,1,0
Yes,46,Executive,0,4,Cat_6,C,1,1,1,0
No,51,Artist,0,3,Cat_6,B,1,1,0,1
No,43,Engineer,0,1,Cat_6,A,1,1,0,1
Yes,43,Artist,0,2,Cat_6,C,0,1,0,0
No,37,Entertainment,1,1,Cat_6,A,0,1,0,1
Yes,63,Artist,0,5,Cat_6,C,0,0,0,0
No,30,Doctor,NA,5,Cat_6,D,1,0,0,1
Yes,37,Entertainment,5,2,Cat_3,B,0,1,0,0
Yes,53,Artist,8,3,Cat_6,B,1,0,0,0
Yes,26,Healthcare,6,7,Cat_2,D,0,1,1,0
Yes,40,Artist,0,2,Cat_6,C,1,1,0,0
Yes,41,Entertainment,0,4,Cat_6,B,1,1,0,0
Yes,66,Artist,2,1,Cat_6,C,1,1,0,1
Yes,80,Lawyer,NA,1,Cat_6,D,1,1,0,1
Yes,37,Engineer,0,5,Cat_2,B,0,0,0,0
Yes,42,Artist,1,4,Cat_6,B,0,0,1,0
No,38,Artist,1,2,Cat_6,C,0,1,0,1
No,53,Lawyer,1,1,Cat_6,D,0,0,0,1
No,33,Executive,5,2,Cat_6,A,1,0,0,1
Yes,52,NA,7,7,Cat_4,A,0,0,0,0
Yes,33,Executive,NA,4,Cat_6,B,1,0,1,0
No,19,Healthcare,1,3,Cat_6,D,1,0,0,1
Yes,53,Artist,NA,3,Cat_6,A,1,1,0,0
Yes,50,Doctor,0,8,Cat_6,C,1,1,0,0
No,26,Engineer,0,2,Cat_6,D,0,0,0,1
No,20,Healthcare,1,3,Cat_6,D,1,0,0,1
Yes,53,Executive,0,4,Cat_6,C,0,1,1,0
Yes,41,Artist,0,2,Cat_7,C,0,1,0,0
Yes,48,Executive,0,3,Cat_2,C,1,1,1,0
Yes,56,Executive,0,4,Cat_6,B,1,0,1,0
No,66,Artist,0,1,Cat_6,D,0,1,0,1
Yes,35,Entertainment,8,4,Cat_6,A,1,0,0,0
Yes,50,Entertainment,0,2,Cat_6,A,1,0,0,1
Yes,51,Artist,3,2,Cat_3,B,0,1,0,1
No,30,Healthcare,8,3,Cat_4,D,0,0,0,1
No,30,Executive,1,4,Cat_4,D,1,0,0,1
No,50,Artist,9,1,Cat_6,B,0,1,0,1
Yes,61,Artist,NA,1,Cat_6,B,1,1,0,1
No,19,Healthcare,0,5,Cat_6,D,1,0,0,1
No,22,Doctor,0,2,Cat_4,D,0,0,0,1
No,35,Healthcare,9,1,Cat_6,D,0,1,0,1
Yes,47,Engineer,0,4,Cat_6,B,0,1,0,1
No,32,Doctor,12,4,Cat_6,D,1,0,0,1
Yes,33,Healthcare,11,2,Cat_6,D,1,0,1,0
No,25,Healthcare,NA,2,Cat_4,A,0,1,0,1
No,28,Healthcare,1,4,Cat_6,B,0,0,0,1
No,32,Homemaker,NA,2,Cat_4,B,1,0,0,1
Yes,50,Healthcare,1,6,Cat_5,C,0,1,1,0
Yes,37,Engineer,NA,3,Cat_6,B,0,1,0,0
No,53,Artist,1,1,Cat_6,B,1,1,0,1
Yes,49,Artist,1,2,Cat_3,A,0,1,0,1
Yes,72,Lawyer,1,1,Cat_6,D,1,1,0,1
Yes,60,Executive,0,3,Cat_6,B,1,1,1,0
No,48,Artist,4,1,Cat_6,C,1,1,0,1
No,32,Healthcare,1,4,Cat_6,D,0,0,0,1
No,48,Entertainment,1,2,Cat_3,A,1,1,0,1
No,33,Entertainment,0,1,Cat_7,B,0,1,0,1
Yes,26,Engineer,7,2,Cat_6,A,0,0,0,1
Yes,38,Artist,1,4,Cat_3,C,0,1,0,0
Yes,56,Artist,0,1,Cat_4,C,0,1,0,1
No,41,Entertainment,1,NA,Cat_6,D,0,1,0,1
Yes,43,Engineer,0,4,Cat_3,A,0,1,1,0
Yes,51,Artist,0,2,Cat_2,C,0,1,0,0
Yes,47,Artist,7,2,Cat_6,C,0,1,0,0
No,28,Artist,1,3,Cat_4,D,1,1,0,1
No,20,Healthcare,1,2,Cat_6,D,1,0,0,1
Yes,38,Artist,0,3,Cat_6,C,0,0,0,1
Yes,57,Executive,1,3,Cat_6,C,1,1,1,0
Yes,28,Engineer,1,2,Cat_4,A,0,0,0,0
No,39,Artist,1,1,Cat_6,B,1,1,0,1
Yes,89,Marketing,1,2,Cat_6,C,1,1,1,0
Yes,81,Lawyer,0,2,Cat_6,A,0,1,0,0
No,33,Entertainment,1,4,Cat_2,D,1,1,0,1
Yes,32,Artist,5,2,Cat_3,A,1,1,0,0
NA,79,Lawyer,0,1,Cat_3,A,1,0,0,1
Yes,41,Artist,1,3,Cat_6,B,0,1,0,0
Yes,43,Artist,9,2,Cat_2,C,1,1,0,0
Yes,68,Doctor,8,2,Cat_6,C,0,0,0,0
Yes,58,Artist,7,2,Cat_6,C,0,1,0,1
Yes,51,Entertainment,1,5,Cat_6,B,1,1,0,0
